smile,activity,Difference_set
CC1=C2C(=CC=C1)CC(N2C(=O)/C=C\C(=O)O)C3=C(NC4=CC=CC=C43)C,Inactive,0
CC(=O)OC1=C(NC2=CC(=C(C=C21)/C(=C/C3=CC=CC=C3)/Cl)[N+](=O)[O-])C4=CC=CC=C4,Inactive,0
C1=CC=C(C=C1)C(C(C2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])C(C(C3=CC=CC=C3)Cl)Cl)Cl)Cl,Inactive,0
C1=CC(=CC=C1/C=C(\Cl)/C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])/C=C(\Cl)/C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
C1=CC(=CC=C1C(C(C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])Cl)Cl)C(C(C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])Cl)Cl,Inactive,0
C1C2C=CC1C(=O)N(C2C3=CC=C(C=C3)O)O,Inactive,0
C1CC2CC1C(NC2=O)C3=CC=C(C=C3)O,Inactive,0
COC(=O)C1=C(C23CC1C4C2(C5C=CC3C6C5C(=O)OC6=O)C(=C4C(=O)OC)C(=O)OC)C(=O)OC,Inactive,0
CC1=CC2=C(C3=C1C4=CC=CC=C4N3C)C(=O)C5=CC=CC=C5C2=O,Inactive,0
CC12C(=C(CC(=C1C(=O)OC)C(=O)OC)C3=CC=CC=C3)C4=CC=CC=C4N2,Inactive,0
CC12C3C(CC(=C1C4=CC=CC=C4N2)C5=CC=CC=C5)C(=O)OC3=O,Inactive,0
COC(=O)C12CC(C3C1C(=O)OC3=O)C4=CC=CC=C24,Inactive,0
COC(=O)C1=C(C23CC1C4C2(C=CC=C3)C(=C4C(=O)OC)C(=O)OC)C(=O)OC,Inactive,0
C1=CC=C(C=C1)C2=[N+](C3=CC=CC=C3O2)[O-],Inactive,0
CC1C(NC(C(C1=O)C)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,Inactive,0
CCOC(=O)CC1COC2=C1C3=C(C=C2)OCO3,Inactive,0
COC1=CC(=C2[C@H]3CCO[C@H]3OC2=C1)O,Inactive,0
COC1=C(C(=C(C2=C1[C@H]3CCO[C@H]3O2)I)OC)I,Inactive,0
C1=CC=C(C=C1)NC(=O)OCC2=NC3=C(N2)C(=O)C=CC3=O,Inactive,0
C\1NC/C(=C\C2=CC=CC=C2)/C(/C1=C/C3=CC=CC=C3)O,Inactive,0
C1CN(CC1)CCC(=O)N2C/C(=C\C3=CC=CC=C3)/C(=O)/C(=C/C4=CC=CC=C4)/C2.Cl,Inactive,0
C1N(CCOC1)CCC(=O)N2C/C(=C\C3=CC=CC=C3)/C(=O)/C(=C/C4=CC=CC=C4)/C2.Cl,Inactive,0
C[N+]1(C/C(=C\C2=CC=C(C=C2)O)/C(=O)/C(=C/C3=CC=C(C=C3)O)/C1)C.[I-],Inactive,0
C[N+]1(C/C(=C\C2=CC=NC=C2)/C(=O)/C(=C/C3=CC=NC=C3)/C1)C.[I-],Inactive,0
C[N+]1(C/C(=C\C=C\C2=CC=CC=C2)/C(=O)/C(=C/C=C/C3=CC=CC=C3)/C1)C.[I-],Inactive,0
C1CC(/C(=N/O)/C(=C/C2=CC3=C(C=C2)OCCO3)/C1)C(C4=CC5=C(C=C4)OCCO5)NO,Inactive,0
C1C/C(=C\C2=CC3=C(OCCO3)C=C2)/C(=O)/C(=C/C4=CC5=C(OCCO5)C=C4)/C1,Inactive,0
CCOC(=O)/C=C/C1=CC(=CC=C1)F,Inactive,0
COC1=CC=CC(=C1)/C=C/2\CCC3=CC=CC=C3C2=O,Inactive,0
C1C(NC2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)N=C1C5=CC=C(C=C5)Br)C6=CC=CC7=CC=CC=C76,Inactive,0
C1=CC=C(C=C1)C(C2=CC=CC=C2Cl)C(=O)NC3C=NC4=C(C=C(C=C4)Cl)NC3=O,Inactive,0
CC1=CC=C(C=C1)/C=C/C(=O)C,Inactive,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3C=NC4=CC=CC=C4NC3=O,Inactive,0
C1=CC=C2C(=C1)C=CC(=C2/C=C/C(=O)C3=CC(=CC=C3)O)O,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC(=CC=C2)N)O,Inactive,0
C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2O,Inactive,0
C1=CC=C2C(=C1)C=CC=C2C(=O)/C=C/C3=C(C=CC4=CC=CC=C43)O,Inactive,0
C1=CC=C(C(=C1)/C=C\C(=O)C2=C(C=C(C=C2)O)O)O,Inactive,0
C1=CC=C(C=C1)C(=O)/C=C/C2=C(C=CC3=CC=CC=C32)O,Inactive,0
CN(C)C1=CC=C(C=C1)/C=C(\C2=NC3=C(N2)C=C(C=C3)Cl)/NC(=O)C4=CC=CC=C4,Inactive,0
C1=C(C=C(C(=C1Cl)OCC(CO)O)Cl)Cl,Inactive,0
CCO/C=C/1\COC(N1)(C=C)C2=CC=CC=C2Cl,Inactive,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)/C=C/C3=CC=CC=C3O,Inactive,0
CC(=O)NC1=CC=C(C=C1)OCC(CO)O,Inactive,0
C1=CC(=CC=C1C(=O)/C=C\C(=O)O)Cl,Inactive,0
CCCCCCCCCCCC(=O)OC(COC1=CC=C(C=C1)Cl)COC(=O)N,Inactive,0
C1=C(C=C(C(=C1C(=O)O)Cl)NC(=O)C(Cl)Cl)Cl,Inactive,0
CCCCNC(=O)OCC(COC1=CC=CC=C1OC)OC(=O)NCCCC,Inactive,0
CCC1=CC=CC=C1NC(=O)/C(=C(/C)\O)/N=O,Inactive,0
C1=CC(=CC=C1C2C(=C(NC(=C2C#N)O)O)C#N)C3C(=C(NC(=C3C#N)O)O)C#N,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC(=CC=C2)O)O,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=CC=C2O)O,Inactive,0
CC(=O)OCC1C(C(C(C(O1)N=[N+]=[N-])OC(=O)C)OC(=O)C)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0
C1=CC=C2C(=C1)C=CC(=C2/C=C/C(=O)C3=CC=CC=C3Cl)O,Inactive,0
C1=CC=C(C=C1)/C=C/C(=O)CC2=NC3=NN=C(N3NC2=O)N,Inactive,0
C(CC1=NC(=NN1)N)C2=NC(=NN2)N,Inactive,0
C1C2CC3CC1CC(C2)C3NC(=O)CC#N,Inactive,0
C1=CC(=C(C=C1/C=C/C2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])/C=C/C3=CC(=C(C=C3)Cl)Cl)Cl)Cl,Inactive,0
COC(=O)/C(=C/1\CCC(N1)O)/C#N,Inactive,0
CN\1C(CC/C1=C(/C#N)\C(=O)OC)O,Inactive,0
CN\1C(CC/C1=C(/C#N)\C(=O)OC)NC2=CC=CC(=C2)C(F)(F)F,Inactive,0
COC1CC/C(=C(/C#N)\C(=O)OC)/N1,Inactive,0
CN\1C(CC/C1=C(/C#N)\C(=O)OC)OC,Inactive,0
CC1(OC(=O)C(=C2CCC(N2)OC)C(=O)O1)C,Inactive,0
CN1C(CCC1=O)C2=CC3=C(C=C2)N(C(=O)O3)C,Inactive,0
CN1C2=C(C=C(C=C2)C3CCC(=O)N3CC4=CC=C(C=C4)Cl)OC1=O,Inactive,0
COC(=O)C1CCC(=N1)N2C(CCC2=O)C(=O)OC,Inactive,0
CC1=CC(=C(C=C1)NC2=NC(CC2)C(=O)OC)C,Inactive,0
COC1=C(C=C(C=C1)CCNC(=O)C2CCC(=NCCC3=CC(=C(C=C3)OC)OC)N2)OC,Inactive,0
COC(=O)C1CCC(=NC2C3=CC=CC=C3C4=CC=CC=C24)N1.Cl,Inactive,0
COC(=O)C1CCC(=N1)NC2=CC=CC(=C2)C(F)(F)F.Cl,Inactive,0
CCCOC(=O)C1CCC(=O)N1C(=O)C(Cl)Cl,Inactive,0
C=CCOC(=O)C1CCC(=O)N1C(=O)C(Cl)Cl,Inactive,0
CCCOC(=O)C1CCC(=O)N1C(=O)C(C)Cl,Inactive,0
C1CC(=O)N(C1C(=O)O)C(=O)C(C2=CC=CC=C2)Cl,Inactive,0
C1CC(=O)N(C1C(=O)O)C(=O)COC2=CC(=C(C=C2Cl)Cl)Cl,Inactive,0
COC1=CC=C(C=C1)CC(=O)N2C(CCC2=O)C(=O)OC,Inactive,0
C1CC(=O)NC(=O)C1NC(=O)CC2=CC=C(C=C2)O,Inactive,0
C1=CC=C(C=C1)C2=C(N3C=CC=CC3=N2)O.Cl,Inactive,0
COC1=C(C=C(C(=C1)CC(=O)O)[N+](=O)[O-])OC,Inactive,0
CC1C(C(CC(O1)OC)NC(=O)C(F)(F)F)OC(=O)C,Inactive,0
C/C=C/1\C(C(=O)NC1CC2=C(C(=C(N2)/C=C/3\C(=C(/C(=C/C4=NC(=O)C(=C4C)C=C)/N3)C)CC(=O)O)CCC(=O)O)C)C,Inactive,0
COC1=C(N=C2N1N=C(C=C2)OC3=CC=CC=C3)C4=CC=CC=C4,Inactive,0
COC1=CC=CC=C1/C=C/C(=O)C2=CC=CC=C2,Inactive,0
CC(=O)/C(=C/C1=CC=CC=C1F)/C(=O)C2=CC=CC=C2,Inactive,0
C1=CC(=CC=C1OC2=C(C(=O)OC2O)Cl)Cl.Cl,Inactive,0
C1=CC(=CC=C1C(=O)O)NC(=O)C2C(=O)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)O,Inactive,0
C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/C3=C(C=CC4=CC=CC=C43)O,Inactive,0
CC1=CC(=C(C=C1)C(=O)/C=C/C2=CC=CC=C2O)C,Inactive,0
C1=CC=C2C(=C1)C=CC(=C2/C=C/C(=O)C3=CC=C(C=C3)[N+](=O)[O-])O,Inactive,0
C1=CC=C(C=C1)/C=C/C(=O)NC2C=NC3=C(C=C(C=C3)Cl)NC2=O,Inactive,0
C1=CC=C(C(=C1)C(=O)NC2C=NC3=CC=CC=C3NC2=O)Cl,Inactive,0
C1C(C=NC2=C(N1)C=C(C=C2)[N+](=O)[O-])NC(=O)/C=C/C3=CC=CC=C3Cl,Inactive,0
CC1=CC2=C(C=C1C)N=CC(C(=O)N2)NC(=O)/C=C/C3=CC=CC=C3,Inactive,0
CCC(=O)C(C)C(=O)C(=O)C(=O)OC,Inactive,0
CC(=O)C(C(=O)C(=O)OC)C(=O)NCC1=CC=CC=C1,Inactive,0
C1=CC=C2C(=C1)C=CC=C2C(=O)/C=C/C3=CC=CC=C3O,Inactive,0
C1=CC(=CC(=C1)[N+](=O)[O-])CC[N+](=O)[O-],Inactive,0
CC(=O)NC1=CC=C(C=C1)C2=N/C(=C\C3=CC=C(C=C3)Cl)/C(=O)O2,Inactive,0
C1=CC=C(C=C1)C(=O)N2C=CC3=CC=CC=C3C2(C=O)C#N,Inactive,0
CC1=C(C=CC(=C1)OCC(CO)O)C2=CC=CC=C2,Inactive,0
C1=CC=C2C(=C1)[C@H](C([C@H](N2)C#N)O)O,Inactive,0
C1=CC=C2C(=C1)[C@H](C(C(N2)C#N)O)O,Inactive,0
C1=CC=C2C(=C1)[C@H](C(C(N2)CN)O)O,Inactive,0
C1=CC=C2C(=C1)[C@H](C([C@H](N2)CN)O)O,Inactive,0
C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,Inactive,0
CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCC(=N)N)C)NC(=O)CCC(=O)NC3=CN(C(=C3)C(=O)NC4=CN(C(=C4)C(=O)NCCC(=N)N)C)C.Cl,Inactive,0
CCCCC(=O)OC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)NC4=C3C=C(C=C4)OC)C.[I-],Inactive,0
CCCCC(=O)OC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)NC4=CC=CC=C43)C.[I-],Inactive,0
CCOC(=O)NC(=O)C1=CN(C(=O)N(C1=O)CC=C)C2CCCCC2,Inactive,0
CCOC(=O)NC(=O)C1=CNC(=O)NC1=O,Inactive,0
COC1=CC2=C(C3=CC=CC=C3N=C2C=C1)NCCCCCN(CCCl)CCCl.Cl,Inactive,0
CCCCC(C)/C=C/C(=O)C1=C(/C(=C/C(=O)O)/OC1=O)O,Inactive,0
CCCCC1(C=C/C(=C/2\C(=O)/C(=C/C(=O)O)/OC2=O)/O1)C,Inactive,0
CC(=O)N1[C@@H]2[C@@](CC3N2C(=O)[C@@H](NC3=O)CC4=CC=CC=C4)(C5=CC=CC=C51)C(C)(C)C=C,Inactive,0
CCOC(=O)C(=CC1=CC=C(C=C1)C2=CC=CC=C2)C(=O)OCC,Inactive,0
CCOC(=O)C(=CC1=CC=C(C=C1)Br)C(=O)OCC,Inactive,0
CCOC(=O)C(=CC1=CC(=CC=C1)Cl)C(=O)OCC,Inactive,0
CCOC(=O)C(=CC1=CC=C(C=C1)C#N)C(=O)OCC,Inactive,0
CC1C(C(=O)ON1)N=NC2=C(C=C(C=C2)Cl)Cl,Inactive,0
CC1C(C(=O)ON1)N=NC2=CC(=CC=C2)Cl,Inactive,0
C1=CC(=CC=C1/C=C\C(=O)C(=O)O)Cl,Inactive,0
CC\1=NOC(=O)/C1=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0
CC\1=NOC(=O)/C1=C/C2=CC=CC=C2O,Inactive,0
C1=CC(=C(C=C1/C=N/O)O)O,Inactive,0
CC(=O)C(C(=O)C(=O)OC)C(=O)NCC1=CC(=C(C=C1)OC)OC,Inactive,0
CC\1=NOC(=O)/C1=C/C2=CC=CC3=CC=CC=C32,Inactive,0
CC1C(C(=O)ON1)N=NC2=CC=CC=C2Br,Inactive,0
CC1C(C(=O)ON1)N=NC2=CC=CC=C2Cl,Inactive,0
CC(=O)CC(=O)N(CCN(C1=CC=CC=C1)C(=O)CC(=O)C)C2=CC=CC=C2,Inactive,0
CC(C)(C)C(=O)C1CC(=O)C2=CC=CC=C2C1=O,Inactive,0
CC(=O)N/C(=C\C1=CC=C(C=C1)CC2=NC3=C(N2)C(=O)C4=CC=CC=C4C3=O)/C5=NC6=C(N5)C(=O)C7=CC=CC=C7C6=O,Inactive,0
CCOC(=O)/C(=C\C1=CC=CC(=C1)C)/C(=O)C,Inactive,0
CCOC(=O)/C(=C\C1=CC=C(C=C1)F)/C(=O)C,Inactive,0
CCOC(=O)/C(=C\C1=CC=C(C=C1)C#N)/C(=O)C,Inactive,0
CC(=O)OC(COC(=O)C1=CC=CC=C1)/C=C\2/C=CC(=O)O2,Inactive,0
CC(CCC=C(C)C)[C@H]1CC(C2([C@@]1(CC=C3C2=CCC4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)O,Inactive,0
COC(=O)[C@]12CC=C3C([C@@H]1C(=O)CCC2=O)[C@@H]4[C@H](O3)OC5(O4)CCCCC5,Inactive,0
CC1C=C2C(C3C(O2)OC4(O3)CCCCC4)C5[C@]1(C(=O)C=CC5=O)C(=O)OC,Inactive,0
CC1C=C2C([C@@H]3[C@H](O2)OC4(O3)CCCCC4)C5[C@]1(C(=O)CCC5=O)C(=O)OC,Inactive,0
CCOC(=O)C1C=C2C([C@@H]3[C@H](O2)OC4(O3)CCCCC4)[C@@H]5[C@]1(C(=O)C=CC5=O)C(=O)OC,Inactive,0
CC(=O)OCC1C=C2C([C@@H]3[C@H](O2)OC4(O3)CCCCC4)[C@@H]5[C@]1(C(=O)C=CC5=O)C(=O)OC,Inactive,0
C1CCC2(CC1)O[C@H]3[C@@H](O2)OC4=CC5COC6(C=CC(=O)[C@@H]5[C@H]6C34)O,Inactive,0
CCOC(=O)C1C=C2C([C@@H]3[C@H](O2)OC4(O3)CCCCC4)C5[C@]1(C(=O)CCC5=O)C(=O)OC,Inactive,0
CCOC(=O)[C@]1(C=C2C(=C3[C@]1(C(=CC=C3O)O)C(=O)OC)[C@@H]4[C@H](O2)OC5(O4)CCCCC5)C,Inactive,0
COC1=CC(=CC(=C1OC)OC)NC2=NC3=C(C=C(C=C3N=C2C4=CC=CC=C4)C(F)(F)F)N,Inactive,0
CC1=C(N=C2C=C(C=CC2=N1)C(F)(F)F)NC3=CC(=C(C=C3)Cl)Cl.Cl,Inactive,0
COC1=CC(=CC(=C1OC)OC)NC2=CN=C3C=C(C=CC3=N2)C(F)(F)F,Inactive,0
C1=CC=C(C=C1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2NC4=CC(=C(C=C4)Cl)Cl,Inactive,0
COC1=CC(=CC(=C1OC)OC)NC2=CN=C3C=CC(=CC3=N2)C(F)(F)F,Inactive,0
C1=CC=C(C=C1)CNC2=NC3=C(C=C(C=C3)C(F)(F)F)N=C2C4=CC=CC=C4,Inactive,0
COC1=C(C=C(C=C1)CNC2=NC3=C(C=C(C=C3)C(F)(F)F)N=C2C4=CC=CC=C4)OC,Inactive,0
C1CCC2=C(C3=C(C=C2C1)C(=O)C4=CC=CC=C4N3)C(=O)O,Inactive,0
CC1=CC2=C(C(=C1C)C(=O)O)OC(=CC2=O)C3=CC=NC=C3,Inactive,0
CC1=CC2=C(C(=C1C)C(=O)N)OC(=CC2=O)C3=CC=NC=C3,Inactive,0
CC1=CC2=C(C(=C1C)C#N)NN=C(C2=O)C,Inactive,0
CC1=CC2=C(C(=C1C)C#N)N(N=C2C)CC3=C(C=C(C=C3)Cl)Cl,Inactive,0
CC1=CC2=C(N(N=C2C(=C1C)C#N)CC3=C(C=C(C=C3)Cl)Cl)C,Inactive,0
CC1=CC2=C(NN=C2C(=C1C)C(=O)O)CC(=O)O,Inactive,0
CC1=CC2=C(N(N=C2C(=C1C)C(=O)O)CC3=C(C=C(C=C3)Cl)Cl)C,Inactive,0
CC1=CC2=C(C(=C1C)C(=O)O)N(N=C2C)CC3=CC=CC=C3,Inactive,0
CC1=CC2=C(C(=C1C)C#N)N(N=C2C)CC3=CC=C(C=C3)Cl,Inactive,0
CC1=CC2=C(N(N=C2C(=C1C)C(=O)O)CC3=CC=CC=C3Cl)C,Inactive,0
CC1=CC2=C(C(=C1C)C#N)N(N=C2C)CC3=CC=CC=C3Cl,Inactive,0
CCOC(=O)CN1C2=CC=CC=C2C(=O)C3=C1C(=C(C(=C3)C)C)C#N,Inactive,0
C1=CC=C(C=C1)C2=C(C(=C3C(=C2)C(=O)C4=C(N3)C=C(C=C4)Cl)C#N)C5=CC=CC=C5,Inactive,0
CCN(CC)CC(=N)N(CC)C1=CC=CC=C1,Inactive,0
CCN(C1=CC=CC=C1)C(=N)C,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)CC2=CC=CC=C2)NC3=CC(=C(C=C3)Cl)Cl,Inactive,0
CC1=C(C(=CC=C1)C(C)(C)C)NC(=O)C(C#N)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inactive,0
CCCCNC1=C(/C(=N/NC(=O)C2=CC=CC=C2O)/CO1)C(=O)OCC,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)C2=CC=CC=C2O)NC3=CC=C(C=C3)Br,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)C2=CC=CC=C2O)NC,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)CC2=CC=CC=C2)NC3=CC=CC=C3,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=CC=C2N)O,Inactive,0
C1=CC=C(C=C1)NC(=O)C(C#N)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inactive,0
CC1(CCC(C23C1[C@@H]([C@](C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C,Inactive,0
CC12CC[C@H]3C4(C1[C@@H](OC2)OC4)C5CCC6CC5(C(=O)C6=C)C(=O)O3,Inactive,0
CC(=O)OC1CC2C3(C(CCC(C3CC(C24[C@@H](C1C(=C)C4=O)O)O)(C)C)O)C,Inactive,0
CC(=O)O[C@H]1CC2C(CCC(C2(C3C14[C@H](C(C(C3)OC(=O)C)C(=C)C4=O)OC(=O)C)C)OC(=O)C)(C)C,Inactive,0
CC1(C=CC(=O)C23C1[C@@H]([C@@](C45C2CCC(C4)C(=C)C5=O)(OC3)O)O)C,Inactive,0
C1=CC=C2C(=C1)NC=C(C=N2)N3C=C(C=N3)[N+](=O)[O-],Inactive,0
C[C@H]1CCC/C(=C/CC[C@@]2([C@H](O2)C[C@@H]3[C@H]([C@@H]1OC(=O)C)OC(=O)C3=C)C)/C,Inactive,0
C1=NC2=C(N1CCO)C(=O)NC(=N2)N,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC3=C(C(=O)N2)N(C=N3)CCOC(=O)C4=CC=CC=C4,Inactive,0
C1=NC2=C(N1CC(CO)O)C(=O)NC(=N2)N,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC3=C(C(=O)N2)N(C=N3)CCO,Inactive,0
C1=CC=C(C=C1)CNCCN2C=NC3=C2C(=O)NC(=N3)NC(=O)C4=CC=CC=C4,Inactive,0
C1=CN(C(=O)N=C1N)CCO,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=C2)CCO,Inactive,0
C1=CC=C(C=C1)C(=O)OCCN2C=CC(=NC2=O)N,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=C2)CCOC(=O)C3=CC=CC=C3,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=C2)CCI,Inactive,0
CN(C)/C=N/C1=NC2=C(C(=O)N1)N(C=N2)CCOC(=O)C3=CC=CC=C3,Inactive,0
C1CCOC(C1)NC2=NC(=O)N(C=C2)CCO,Inactive,0
C(CO)NC1=C(C(=O)NC(=N1)N)N=O,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC3=C(C(=O)N2)N=CN3C4C(C(C(O4)CO)O)O,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC3=C(C(=O)N2)N(C=N3)CCI,Inactive,0
COC1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=C2)CCOC(=O)C3=CC=C(C=C3)OC,Inactive,0
C1=[N+](C2=C(N1CCO)C(=NC(=N2)N)[O-])C3C(C(C(O3)CO)O)O,Inactive,0
CC(=O)OCCOCBr,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=NC3=C(C(=O)N2)N(C=N3)CC(COC4=CC=CC=C4)OC(=O)C5=CC=CC=C5,Inactive,0
C1=CC=C(C=C1)C(=O)OCC(CN2C=NC3=C2C(=O)NC(=N3)N)O,Inactive,0
CC(C)C(=O)NC1=NC2=C(C(=O)N1)NC=N2,Inactive,0
CCC(=O)NC1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COC(=O)CC)OC(=O)CC)OC(=O)CC,Inactive,0
CC(C)C(=O)NC1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,Inactive,0
C1=CC=C2C(=C1)C=C(N=C2N=C(C3=CC=CC=N3)N)C4=CC=CC=N4,Active,0
CC1CC2=C(C(NC3=CC=CC=C3N2)C4=CC=CC=C4)C(=O)O1,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2F)F)F)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC(=C(C=C4F)F)F,Inactive,0
CC1=CC=CC=C1NC(=O)C(/C(=N\NC(=O)C(=O)N)/C)CC(C(=O)NC2=CC=CC=C2C)/C(=N\NC(=O)C(=O)N)/C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=CC=C2)Cl)C3=CC=CC=C3O)C(=O)NC4=CC(=CC=C4)Cl,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2F)F)F)C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC(=C(C=C5F)F)F,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CO3)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC=C2OC)C3=CC=C(C=C3)N(C)C)C(=O)NC4=CC=CC=C4OC,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC=CC=C3F)C(=O)NC4=CC=CC(=C4)C(F)(F)F,Inactive,0
CC1=CC=CC=C1NC(=O)C(/C(=N\NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])/C)CC(C(=O)NC3=CC=CC=C3C)/C(=N\NC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-])/C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC=C(C=C5)[N+](=O)[O-],Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC=C(C=C3)O)C(=O)NC4=CC=CC(=C4)C(F)(F)F,Inactive,0
C/C(=N\NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C(C(=O)NC2=CC=CC=C2OC)CC(C(=O)NC3=CC=CC=C3OC)/C(=N/NC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-])/C,Inactive,0
CCC1=C(C(=CC=C1)CC)NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=C(C=CC=C4CC)CC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2F)F)F)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC=CC=C4C(F)(F)F,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2)Cl)Cl)C3=CC=CO3)C(=O)NC4=CC(=C(C=C4)Cl)Cl,Inactive,0
CCC1=C(C(=CC=C1)CC)NC(=O)C2=CNC(=C(C2C3=CC(=C(C=C3)O)OC)C(=O)NC4=C(C=CC=C4CC)CC)C,Inactive,0
CC1=C(C(=CC=C1)C)NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3Cl)C(=O)NC4=C(C=CC=C4C)C)C)C,Inactive,0
CCOC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC=CC=C4OCC)C)C,Inactive,0
CCOC1=CC=C(C=C1)NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)OCC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2)Cl)Cl)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC(=C(C=C4)Cl)Cl,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=CC=C2)Cl)C3=CC=CC=C3F)C(=O)NC4=CC(=CC=C4)Cl,Inactive,0
C/C(=N/NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C(C(=O)NCC2=CC=CC=C2)CC(C(=O)NCC3=CC=CC=C3)/C(=N\NC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-])/C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC(=C(C=C3)O)OC)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
